,title,author,text,difficulty,docs
46,Discovering Mars: The Amazing Story of the Red Planet,"Berger, Melvin",b053_DiscoveringMarsTheAmaingStoryoftheRedPlanet.txt,3,"Mars is very cold and very dry. Scattered across the surface are many giant volcanoes. Lava covers much of the land. In Mars’ northern half, or hemisphere, is a huge raised area. It is about 2,500 miles wide. Astronomers call this the Great Tharsis Bulge. There are four mammoth volcanoes on the Great Tharsis Bulge. The largest one is Mount Olympus, or Olympus Mons. It is the biggest mountain on Mars. Some think it may be the largest mountain in the entire solar system. Mount Olympus is 15 miles high. At its peak is a 50 mile wide basin. Its base is 375 miles across. That’s nearly as big as the state of Texas! Mauna Loa, in Hawaii, is the largest volcano on earth. Yet, compared to Mount Olympus, Mauna Loa looks like a little hill. The Hawaiian volcano is only 5½ miles high. Its base, on the bottom of the Pacific Ocean, is just 124 miles wide. Each of the three other volcanoes in the Great Tharsis Bulge are over 10 miles high. They are named Arsia Mons, Pavonis Mons, and Ascraeus Mons.
Using the space station as a jumping-off point will save a tremendous amount of fuel. Earth's gravity is strongest right at the surface. The high-er you go, the weaker the pull of gravity and the less fuel that is needed. When all is ready, the people on the space sta-tion will launch a cargo ship without astronauts. The cargo ship will carry fuel and supplies. It will also carry a smaller craft to land on Mars. The cargo ship will go into orbit around Mars. After it is in place, an eight-person crew will blast off from the space station in another spaceship. The crew will attach their ship to the cargo ship. Some of the crew members will remain in the cargo craft. They will be ready to help in an emer-gency. The other astronauts will climb into the landing craft and fly down to the surface of Mars. These astronauts will explore the Red Planet. Dressed in space suits, they will collect samples, run experiments, make observations, and learn how to survive on Mars. After about a month, the astronauts on Mars will use the landing craft again. This time it will lift them off the surface of Mars to join up with the cargo ship. Then they will all rocket back to the space station. From there they can take the short, easy flight home. 
"
47,Hurricanes: Earth’s Mightiest Storms,"Lauber, Patricia",b055_HurricanesEarthsMightiestStorms.txt,3,"Great whirling storms roar out of the oceans in many parts of the world. They are called by several names—hurricane, typhoon, and cyclone are the three most familiar ones. But no matter what they are called, they are all the same sort of storm. They are born the same way, in tropical waters. They develop the same way, feeding on warm, moist air. And they do the same kind of damage, both ashore and at sea. Other storms may cover a bigger area or have higher winds, but none can match both the size and the fury of hurricanes. They are earth’s mightiest storms. Like all storms, they take place in the atmosphere, the envelope of air that surrounds the earth and presses on its surface. The pressure at any one place is always changing. There are days when air is sinking and the atmosphere presses harder on the surface. These are times of high pressure. There are days when a lot of air is rising and the atmosphere does not press down as hard. These are times of low pressure. Low-pressure areas over warm oceans give birth to hurricanes. No one knows exactly what happens to start these storms. But when conditions are right, warm, moist air is set in motion. It begins to rise rapidly from the surface of the ocean in a low-pressure area. Like water in a hose, air flows from where there is more pressure to where there is less pressure. And so air over the surface of the ocean flows into the low-pressure area, picking up moisture as it travels. This warm, moist air soars upward. As the air rises above the earth, it cools. The cooling causes moisture to condense into tiny droplets of water that form clouds. As the moisture condenses, it gives off heat. Heat is one kind of energy. It is the energy that powers the storm. The clouds are the source of the storm’s rain. The low-pressure area acts like a chimney— warm air is drawn in at the bottom, rises in a column, cools, and spreads out. As the air inside rises and more air is drawn in, the storm grows. The air being drawn in, however, does not travel in a straight line. The earth’s surface is rotating, and the rotation causes the path to curve. The air travels in a spiral within the storm. In the Northern Hemisphere, the spiraling winds travel counterclockwise—the opposite of the way the hands on a clock move. In the Southern Hemisphere, they travel clockwise. Most of these storms die out within hours or days of their birth. Only about one out of ten grows into a hurricane. Today rugged planes carry many instruments into hurricanes as they near land. The instruments measure winds, temperatures, and humidity. They measure the water content of clouds. They photograph the inside of hurricanes. They record radar images of the storms. In April 1960, the first weather satellite rocketed into orbit. Now scientists hoped to find and track tropical storms before they neared land. They were rewarded almost at once. A few days after its launching, the satellite discovered a typhoon in the South Pacific. Satellite instruments do not see into the heart of a hurricane—that work is still done by planes. Satellites show the size of the storm and its growth. They show changes in the size of the eye: if the eye is growing bigger, the storm is weakening; if it is growing smaller, the storm is strengthening. Most important, satellites can pinpoint the location of a storm, record its speed, and track it closely."
48,Toys!: Amazing Stories Behind Some Great Inventions,"Wulffson, Don",b057_ToysAmaingStories.txt,3,"Play-Doh began as a product for cleaning wallpaper. The seesaw was first used as a prop in the bloody spectacle in the arenas of ancient Rome. Long ago there were kites so large that people could be flown on them. Behind every toy there is a story. But some toys have far stranger stories than others. Only those toys that had the most surprising and unbelievable origins are found in this book. Even though we know generally where and when a given toy was made, the chapters of this book are not in chronological order because there are all sorts of ways in which toys and their histories overlap. For example, tops have been around much longer than today's action figures—but action figures are a type of doll, and dolls were invented thousands of years before tops. So, really, there is no way to put the history of toys into a simplified order. In 1976, a time capsule was buried in Washington, D.C. Inside the capsule are dozens of toys from the last century. In 2076, exactly one hundred years later, it will be opened. People then will marvel at the wonderful jumble of toys and see how we lived, how we dressed, and what we believed. Just as we are now, they will be amused and surprised by the toys they find, and from them, fry to better understand the past. It was a mistake. A goof-up. An invention that didn't work A flop; that's what the Slinky was, at least in the beginning. In 1945, an engineer by the name of Richard James was hard at work in a Philadelphia shipyard. The U.S. Navy had hired him to invent a stabilizing device for its ships. When a ship is plowing through the waves at sea, it pitches and plunges and rocks every which way. And its navigational instruments do, too. Richard's job was to come up with something that would counterbalance the instruments so that they would be level at all times. Springs. Richard believed that some sort of arrangement of springs would do the trick He tried all different types and sizes, and put them together in every conceivable way. For weeks he toiled, making dozens of different devices. But none of them worked. In fact, he never did come up with the item the Navy had hired him to invent. But one day Richard accidentally knocked a large experimental spring off a shelf. It should have just plopped to the floor. Instead, it walked down. Crawled, really. Coil by coil, end over end, it descended onto a stack of books ... then down to a desktop ... down to a chair ... and from there to the floor, where it gathered itself back together. He tried it again and again. Each time, the same thing happened. 
Some inventions popped up in different parts of the world at different times—but nobody knows for sure where and when they first originated. One of these is the seesaw. The Polynesians, Egyptians, Germans, Greeks, and Chinese all had versions of the seesaw (or teeter-totter, as it is also called). The Romans were the first, however, to set down any written record of them. Seesaws, it seems, were used in ancient Roman circuses—which had very violent exhibitions. Boxing matches to the death, crucifixions, military battles in which the soldiers actually killed each other—these were all part of the Roman circus events. Almost every act was brutal, and that goes for their seesaw act as well. Here's how it worked. In the middle of the arena a large seesaw was set up; at either end of the device was a basket big enough to hold a man. Two clowns were then shoved out into the arena. As fast as they could, they ran to the seesaw and hopped into the baskets—just as a lion was set free from a cage. The lion, which hadn't been fed for days, charged the seesaw. When it came toward one of the downs, he would push off the ground and up into the air. Then the animal would race toward the other down in the basket on the ground. And that down would immediately push off and shoot up, out of reach of the ravenous lion. Up and down they would go. The spectators thought this was great fun. For the downs, however, it wasn't fun at all. Eventually, they began to tire. One would sadly end up as a basket of food for the lion.
"
49,"“Good Pet, Bad Pet.”","Schleichert, Elizabeth",b058_GoodPetBadPet.txt,3,"Pets can be great! Who else licks your face, chirps happily, or purrs in your lap? A pet can make you feel good and can calm you down when you're upset. And caring for a pet can help you learn about kindness and responsibility. There are all sorts of pets. Some take a lot of time and attention and need a lot of space. Others can fit in a corner and don't need much care at all. Some live just a year or two. Others may still be alive when you leave home for good! Some may be happy to stay in a cage—others may mess on your carpets and scratch your couch. So. before your family rushes out to get a pet, why not sit down and talk? Ask your parents how they feel about it. The pet you want has to be one that they want too. After all, a parent needs to be the one in charge of pet care and willing to take up the slack if necessary."
50,“Ancient Mound Builders.”,"Kavash, E. Barrie",b059_AncientMoundBuilders.txt,3,"More than 200 years after the Spanish had first encountered Natchez-related tribes along the southern Mississippi flood plains, European trappers and settlers seeking furs and good farmland began moving west of the Alleghenies into the Ohio River Valley. They discovered beautiful land, broad and lush with rolling prairies, acres upon acres of grasslands, and deep woods filled with game animals and fine trees. Along the way they came across numerous Indian camps and settlements where they stopped to trade and gain information about these new lands. Some of the Shawnee, Illini, and Miami Indians lived in summer camps along the fertile floodplains, where they tended cornfields and fished in the rivers. Other times the new corners encountered bands of hunters and traders, and Indian families in the winter camps making maple syrup and maple sugar. Amidst these abundant natural resources, the newcomers also discovered strange earthen forms all across the land. There were steep conical mounds and long linear earthworks, like giant snakes, enclosing some mounds. There were huge, steep platform mounds that were flat on top and even mounds in animal and human shapes. Who had built these mysterious earthworks the newcomers wondered? The Shawnee and Miami Indians living in these regions could not explain who had created them. An old Lenape (Delaware) legend told of how the Lenape and Iroquois People had attacked and driven an ancient powerful nation south of the Ohio River, who left behind the massive mounds. Others believed these were actually Cherokee ancestors, whose legends relate a southeastern migration from the Ohio valley. 
These massive earthworks seemed to be very old and otherworldly. Trees, hundreds of years old, grew up through some of them, so many observers surmised that they must have been created by a lost race"" that had vanished before the Shawnee and Miami came to live there. A few even suggested that extraterrestrials had made the great earthworks as landing devices. Most were convinced that the mounds were too sophisticated and the earthworks too mathematically correct to have been made by Indians. Evidently they had not seen or heard about the Natchez' mounds de Soto had come across, or if they had, they did not see the connection between those and the more massive and impressive mounds. Yet all could feel the sacred geography of the mounds!
"
51,About Time: A First Look at Time and Clocks,"Koscielniak, Bruce",b060_AboutTime.txt,3,"Sometime around 1440, the spring-powered clock was invented. Instead of depending on the pull of weights for power, this type of clock used a flat metal spring wound tightly into a coil. The escapement allowed the spring to unwind by turning one gear tooth at a time. With the use of a spring, smaller, truly portable clocks could be made. The first well-known watches, made in Germany around 1510 by Peter Henlein, were so named because guards or “watchmen” carried small clocks to keep track of how long to stay at a particular duty post. Many different skills went into making a clock, and new tools and methods were constantly being invented to make ever smaller, more complicated mechanisms that worked with greater precision. Founders melted and poured metal into a mold to make clock parts. Spring makers hand-forged (heated and pounded into shape) and polished steel clock springs. Screw makers cut screws used to fasten clocks together by using a small lathe devised by a German clockmaker in 1480. Earlier, only wedges or pegs were used. Gear-tooth cutting had been done by hand until the mid-1500s, when Giannelo Torriano of Cremona, Italy, invented a machine that could cut perfect gear teeth. Brass replaced iron for clock making. Engravers, gilders, and enamellers decorated clock cases and dials. Glass -making shops made and cut glass. Woodworkers made clock cases."
52,England the Land,"Banting, Erinn",b061_EnglandtheLand.txt,3,"Low fences, some of which are thousands of years old, divide much of England’s countryside. These fences, called hedgerows, were fist build by the Anglo-Saxons, a group of warriors from Germany and Scandinavia who arrived in England around 410 A.D. As they gained control of sections of land, they protected their property with walls made from wooden stakes and spiny plants. Dead hedgerows, as these fences were called, were eventually replaced by fences made from live bushes and trees. Recently, people building large farms and homes in the countryside have destroyed many live hedgerows. Other people are working to save the hedgerows, which are home to a variety of wildlife, including birds, butterflies, hedgehogs, and hares."
53,A History of US,"Hakim, Joy",b062_AHistoryofUS.txt,3,"In case you forgot, you’re still in that time-and-space capsule, but you’re not a baby anymore. You’re 10 years old and able to work the controls yourself. So get going; we want to head northwest, to the very edge of the land, to the region that will be the states of Washington and Oregon. The time? We were in the 13th century; let’s try the 14th century for this visit. Life is easy for the Indians here in the Northwest near the great ocean. They are affluent (AF-flew-ent –it means “wealthy”) Americans. For them the world is bountiful: the rivers hold salmon and sturgeon; the ocean is full of seals, whales, fish, and shellfish; the woods are swarming with game animals. And there are berries and nuts and wild roots to be gathered. They are not farmers. They don’t need to farm. Those Americans go to sea in giant canoes; some are 60 feet long. (How long is your bedroom? Your schoolroom?) Using stone tools and fire, Indians of the Northwest cut down gigantic fir trees and hollow out the logs to make their boats. The trees tower 200 feet and are 10 feet across at the base. There are so many of them, so close together, with a tangle of undergrowth, that it is sometimes hard for hunters to get through the forest. Tall as these trees are, there are not as big as the redwoods that grow in a vast forest to the south (in the land that will become California)."
54,My Librarian Is a Camel: How Books Are Brought to Children Around the World,"Ruurs, Margriet",b063_MyLibrarianIsaCamel.txt,3,"Nunavut, which means ""Our Land"" in the language of the Inuit people, is a huge territory in Canada's north. The arctic region stretches from the North Pole to Arviat in the south, and from Kugluktuk in the west to Panjnirtung in the east. The distances are huge, and many villages are very isolated. The Northwest Territories reach from Nunavut in the east to the Yukon in the west. Larger towns like lqaluit, Tuktoyaktuk, and Yellowknife have their own public-library buildings, but many communities are just too small. Some communities, like Fort Liard, have a virtual library, which offers Internet access. But even if the community does not have any kind of library building, the Northwest Territories public library system offers books to everyone in the far north through their Borrower-by-Mail program. Tyson Anakvik, Colin Igutaaq, James Naikak, and Cameron Ovilok are friends in Cambridge Bay, Nunavut. They request library books by e-mail or by phone. A mobile library doesn't bring the books to their village; the books are sent through the mail. The Borrower-by-Mail program will send children any books they'd like to read. 
Children in Peru can receive their book in several different, innovative ways. CEDILI-IBBY Peru is an institution that delivers books in bags to families in Lima. Each bag contains twenty books, which families can keep for a month. The books come in four different reading levels so that children really learn how to read. This project in Spanish is called El Libro Compartido en Familia and enables parents to share the joy of books with their children. In small, rural communities, books are delivered in wooden suitcases and plastic bags. These suitcases and bags contain books that the community can keep and share for the next three months. The number of books in each suitcase depends on the size of the community. There are no library buildings in these small towns, and people gather outside, in the plaza, to see books they can check out. In the coastal regions, books are sometimes delivered by donkey cart. The books are stored in the reading promoter’s home. In the ancient city of Cajamarca, reading promoters from various rural areas select and receive a large collection of books for their area. The program is called Aspaderuc. The reading promoter lends these books to his or her neighbors, and after three months, a new selection of books goes out to each area. Books in this system are for children and adults. And last but not least, Fe Y Alegria brings a collection of children’s books to rural schools. The books are brought from school to school by wagon. The children, who are excited about browsing through the books when they arrive, are turning into avid readers.
"
55,Horses,"Simon, Seymour",b064_Horses.txt,3,"Horses don't talk of course, but they communicate in other ways. They recognize each other by their scent. Friendly horses often groom each other by nuzzling their manes and necks. A horse moves its eyes and ears to show what it is feeling. When a horse lays back its ears and shows the whites of its eyes, it is angry or frightened. When the horse points its ears forward, it is interested in some object. When the horse lowers its ears, it is relaxed or sleeping. You can also tell that a horse is upset when it stamps a hind leg, shakes its head, and swishes its tail. Horses also make sounds such as neighing, nickering, and snorting. The sounds seem to show how the horse is feeling. Stallions try to show who is dominant (the leader) by fighting, rearing, and stabbing their front hooves or biting the neck of the other horse. Horses can sense when people are frightened or angry, perhaps by their smell. Touching, patting, and grooming build trust between a human and a horse.
Horses move in four natural ways, called gaits or paces. They walk, trot, canter, and gallop. The walk is the slowest gait and the gallop is the fastest. When a horse walks, each hoof leaves the ground at a different time. It moves one hind leg first, and then the front leg on the same side; then the other hind leg and the other front leg. When a horse walks, its body swings gently with each stride. When a horse trots, its legs move in pairs, left front leg with right hind leg, and right front leg with left hind leg. When a horse canters, the hind legs and one front leg move together, and then the hind legs and the other foreleg move together. The gallop is like a much faster walk, where each hoof hits the ground one after another. When a horse gallops, all four of its hooves may be flying off the ground at the same time. Horses are usually described by their coat colors and by the white markings on their faces, bodies, legs, and hooves. Brown horses range in color from dark brown bays and chestnuts to golden browns, such as palominos, and lighter browns such as roans and duns. Partly colored horses are called pintos or paints. Colorless, pure-white horses—albinos—are rare. Most horses that look white are actually gray. Skewbalds have brown-and-white patches. Piebalds have black and white patches. Spotteds have dark spots on a white coat or white spots on a dark coat.
In the 1800s, horses were used to transport settlers traveling westward across America in wagon trains, groups of horse-drawn covered wagons called prairie schooners. For centuries, horses have played a vital role in American history. Modern industry would not have been possible without the use of horse-power. Before the invention of steam engines and gasoline engines, horses turned the wheels that provided power for machines in factories. This is how products such as cotton materials, flour, and iron were manufactured. Horses pulled barges along canals and hauled fire engines, wagons, stage-coaches, and buses. In mines and forests, horses carried ore and logs. Like most Amish people, this lady still uses a horse-drawn plow. Today, machines mainly do the work that horses once did. But ""horsepower"" is still the term used to measure the pulling strength of a car, train, or plane engine. It seems that horses will always be with people in one way or another.
"
56,Quest for the Tree Kangaroo:An Expedition to the Cloud Forest of New Guinea,"Montgomery, Sy",b065_QuestfortheTree.txt,3,"Stuart Little, the small mouse with big parents, had nothing on baby marsupials. Marsupials (“mar-SOUP-ee-ulz”) are special kinds of mammals. Even the biggest ones give birth to babies that are incredibly small. A two-hundred-pound six-foot mother kangaroo, for instance, gives birth to a baby as small as a lima bean. That’s what makes marsupials marsupials. Their babies are born so tiny that in order to survive they must live in a pouch on the mother’s tummy. The pouch is called a marsupium. (Don’t you wish you had one?) A baby marsupial lives hidden in the mother’s warm moist pouch for months. There it sucks milk from a nipple like other baby mammals. One day it’s big enough to poke its head out to see the world. The European explorers who saw kangaroos for the first time in Australia reported they had discovered a two-headed animal—with one head on the neck and another in the belly. North America has only one marsupial. You may have seen it: The Virginia opossum actually lives in most of the United States, not just Virginia. South America also has marsupials. But most marsupials live in or near Australia. They include the koala (which is not a bear), two species of wombat, the toothy black Tasmania devil, four species of black and white spotted “native cats” (though they’re not cats at all), and many others. The most famous marsupials, however, are the kangaroos. All kangaroos hop—some of them six feet high and faster than forty miles an hour. More than fifty different species of kangaroo hop around on the ground—from the big red kangaroo to the musky rat kangaroo."
57,Volcanoes,"Simon, Seymour",b066_Volcanoes.txt,3,"In early times, no one knew how volcanoes formed or why they spouted red-hot molten rock. In modern times, scientists began to study volcanoes. They still don’t know all the answers, but they know much about how a volcano works. Our planet is made up of many layers of rock. The top layers of solid rock are called the crust. Deep beneath the crust is the mantle, where it is so hot that some rock melts. The melted, or molten, rock is called magma. Volcanoes are formed when magma pushes its way up through the crack in Earth’s crust. This is called a volcanic eruption. When magma pours forth on the surface, it is called lava.
In March 1980, Mount St. Helens awakened from its long sleep. Fust there were a few small earthquakes that shook the mountain. Then, on March 27, Mount St. Helens began to spout ash and steam. Each day brought fit ther earthquakes, until by mid-May more than ten thousand small earthquakes had been recorded. The mountain began to swell up and crack. Sunday, May 18, dawned bright and cleat The mountain seemed much the same as it had been ix the past month. Suddenly, at 8:32 AM., Mount St. Helens erupted with thardiblie force. The enemy released in the eruption was equal to ten million tons of dynamite.
"
58,We Are the Ship: The Story of Negro League Baseball,"Nelson, Kadir",b067_WeAretheShip.txt,3,"Most of the owners didn’t make much money from their teams. Baseball was just a hobby for them, a way to make their illegal money look good. To save money, each team would only carry fifteen or sixteen players. The major league teams each carried about twenty-five. Average salary for each player started at roughly $125 per month back in ‘34, and went up to $500-$800 during the forties, though there were some who made much more than that, like Satchel Paige and Josh Gibson. The average major league player’s salary back then was $7,000 per month. We also got around fifty cents to a dollar per day for food allowance. Back then you could get a decent meal for about twenty-five cents to seventy-five cents. Some of the owners didn’t treat their players very well. Didn’t pay them enough or on time. That’s why we would jump from team to team. Other owners would offer us more money, and we would leave our teams and go play for them. We were some of the first unrestricted free agents. There were, however, a few owners who did know how to treat their ballplayers. Cum Posey was one of them. He always took care of his ballplayers, put them in the best hotels, and paid them well and on time. Buck Leonard said Posey never missed a payday in the seventeen years he played for the Grays."
59,“Kenya’s Long Dry Season.”,"Cutler, Nellie Gonzalez",b068_KenyasLongDrySeason.txt,3,"For the past three seasons, the rains have failed to come to Kenya. The East African nation's grasslands are dried out. Bare, leafless trees dot the landscape. Watering holes are almost dry. The drought has caused cattle to die and crops to shrivel. This year's grain harvest is expected to be 28% less than last year's. Food prices have risen by as much as 130%. Kenya is facing a severe food crisis. The United Nations World Food Program (WFP) says it will need to provide emergency food aid to 3.8 million Kenyans over the next six months. Keeping Kids in School Eunice Wairimu lives on a small farm north of Nairobi, Kenya's capital. Her maize, potato and bean crops have failed. ""I can't remember the last time I ate meat,"" she says. She relies on aid from the WFP. Gabrielle Menezes, of the WFP, says the drought is taking a heavy toll. The WFP is working to keep kids in school, where it provides them with nutritious meals. ""In times of crisis, children are pulled out of school to go to work,"" she told TFK. ""But in areas where the WFP has school meals, the dropout rates are very low."" The WFP says it needs $230 million in donations. ""WFP is aiming to help almost one in every 10 Kenyans,"" says WFP's Burkard Oberle, ""but we can't do it without money."" How You Can Help Each day, the WFP feeds more than 1 million schoolchildren. Just a few cents can help provide a child with a hot meal."
60,“Seeing Eye to Eye.”,"Hall, Leslie",b069_SeeingEyetoEye.txt,3,"A hungry falcon soars high above Earth. Its sharp eyes scan the ground. Suddenly, it spies something moving in the grass. The falcon dives toward it. Far below, a gray field mouse scurries through the grass. Its dark, beady eyes search constantly for danger. With eyes on either side of its head, the mouse can see almost everything around it. Will the mouse see the falcon in time to escape? Or, will the speedy falcon catch the prey it spied from far above? Whatever happens, one thing is clear: Without eyes, neither animal has a good chance. Why? Eyes help many animals make sense of the world around them - and survive. Eyes can guide the falcon to dinner or help the mouse see a perfect place to hide. Animal eyes come in many different shapes, sizes, colors, and even numbers. Yet they do the same job. They all catch light. With help from the brain, eyes turn light into sight. Eyes work in the same way for people. Look at this page. You may think you see words and pictures. Believe it or not, you don’t. All you see is light bouncing off the page. How is this possible? The secret is in the rules of light. Light Rules Light is a form of energy, like heat or sound. It can come from a natural source, like the sun, or artificial sources, like a lamp or a flashlight. Light is the fastest known thing. It travels in waves and in nearly straight lines. In air, it can speed 299,700 kilometers (186,200 miles) per second. It can race from the sun to Earth in just over eight minutes! Light doesn’t always travel so fast. For example, water or glass can slow light down, but just a bit. Light may seem to break all driving speed laws. Yet there are certain rules it always follows. Light reflects, or bounces off objects. It also refracts, or bends. And it can be absorbed, or soaked up, by objects. These rules of light affect what, and how, we see. Light! Eyes! Imagine this scene: You’re at your desk happily reading Explorer magazine. Light from your desk lamp scatters in all directions. Light hits the page. Some bounces off the page, or reflects. It changes direction. It’s a little like how sound bounces off a wall. Now some of this reflected light is traveling right toward your face. Don’t duck! For you to see Explorer, some of this light has to enter your eyes. Objects become visible when light bounces off them. Your eyes are light catchers. Yet it takes more than catching light to see an image. Your eyes also have to bend light. Here’s how. First, light hits your cornea. That’s the clear covering on the front of your eyeball. The cornea refracts, or bends, light. And Action! Is your cornea super strong? No! Think about how light travels more slowly through water. The same thing happens in your cornea. As light passes through the cornea, it slows down. That makes the light change direction, or bend. Next, light enters your pupil, the dark center part of your eye. It passes through your lens. The lens bends light, too. What’s the big deal about bending light? That’s how your eyes focus, or aim the light to make a clear image. The image appears on your retina at the back of your eyeball. It’s like a movie. Playing Today at a Theater in Your Eye: Explorer magazine! There’s only one problem. The image is upside down. Luckily, your brain flips the image right side up. That’s pretty smart!"
61,“Telescopes.”,"Ronan, Colin A",b070_Telescopes.txt,3,"You can see planets, stars, and other objects in space just by looking up on a clear night. But to really see them--to observe the craters on the moon, the rings around Saturn, and the countless other wonders in our sky--you must use a telescope. A telescope is an instrument used to produce magnified (enlarged) images of distant objects. It does this by gathering and focusing the light or other forms of electromagnetic radiation emitted or reflected by those objects. The word “telescope” comes from two Greek words meaning “far” and “see.” Kinds of Telescopes There are many different types of telescopes, both optical and non-optical. Optical telescopes are designed to focus visible light. Non-optical telescopes are designed to detect kinds of electromagnetic radiation that are invisible to the human eye. These include radio waves, infrared radiation, X rays, ultraviolet radiation, and gamma rays. The word “optical” means “making use of light.” Some telescopes are launched into space. These telescopes gain clearer views. And they can collect forms of electromagnetic radiation that are absorbed by the Earth’s atmosphere and do not reach the ground. Optical Telescopes Different types of optical telescopes gather and focus light in different ways. Refracting telescopes, or refractors, use lenses. Reflecting telescopes, or reflectors, use mirrors. And catadioptric telescopes, or catadioptrics, use a combination of lenses and mirrors. The main lens or mirror in an optical telescope is called the objective. Refracting Telescopes. A refracting telescope is typically a long, tube-shaped instrument. The objective is a system of lenses at the front end of the tube (the end facing the sky). When light strikes the lenses, it is bent and brought to a focus within the tube. This forms an image of a distant object. This image can be magnified by the eyepiece. This consists of a group of small lenses at the back of the tube. A camera can replace or be added to the eyepiece. Then photographs can be taken of celestial objects. For many years, these cameras used film. Today most are equipped with charge-coupled devices (CCD’s). These devices use semiconductor chips to electronically capture images. CCD’s are similar to the devices in home digital cameras and video camcorders. However, the CCD’s used by astronomers are usually extremely sensitive to light."
